rowname	Order	Family	Genus	source	mapping	mapping2	color
Gordonia~phage~Twister6	Caudovirales	Siphoviridae	Wizardvirus	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~UmaThurman	Caudovirales	Siphoviridae	Unassigned	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Untouchable	Caudovirales	Siphoviridae	Unassigned	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Utz	Caudovirales	Siphoviridae	Unassigned	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Vendetta	Caudovirales	Siphoviridae	Vendettavirus	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Vivi2	Caudovirales	Siphoviridae	Vividuovirus	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Wizard	Caudovirales	Siphoviridae	Wizardvirus	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Woes	Caudovirales	Siphoviridae	Woesvirus	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Yeezy	Caudovirales	Siphoviridae	Baxtervirus	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Yikes	Caudovirales	Siphoviridae	Unassigned	vConTact2	Gordonia	Gordonia	#BF5B17
Gordonia~phage~Zirinka	Caudovirales	Siphoviridae	Nymphadoravirus	vConTact2	Gordonia	Gordonia	#BF5B17
Haemophilus~phage~Aaphi23	Caudovirales	Myoviridae	Unassigned	vConTact2	Haemophilus	Others	#66A61E
Haemophilus~phage~SuMu	Caudovirales	Myoviridae	Unassigned	vConTact2	Haemophilus	Others	#66A61E
Haemophilus~virus~HP1	Caudovirales	Myoviridae	Hp1virus	vConTact2	Haemophilus	Others	#66A61E
Haemophilus~virus~HP2	Caudovirales	Myoviridae	Hp1virus	vConTact2	Haemophilus	Others	#66A61E
Haloarcula~californiae~icosahedral~virus~1	Halopanivirales	Sphaerolipoviridae	Alphasphaerolipovirus	vConTact2	Haloarcula	Others	#66A61E
Haloarcula~hispanica~icosahedral~virus~2	Halopanivirales	Sphaerolipoviridae	Alphasphaerolipovirus	vConTact2	Haloarcula	Others	#66A61E
Haloarcula~hispanica~pleomorphic~virus~1	Haloruvirales	Pleolipoviridae	Alphapleolipovirus	vConTact2	Haloarcula	Others	#66A61E
Haloarcula~hispanica~pleomorphic~virus~2	Haloruvirales	Pleolipoviridae	Alphapleolipovirus	vConTact2	Haloarcula	Others	#66A61E
Haloarcula~hispanica~pleomorphic~virus~3	Haloruvirales	Pleolipoviridae	Betapleolipovirus	vConTact2	Haloarcula	Others	#66A61E
Haloarcula~hispanica~pleomorphic~virus~4	Haloruvirales	Pleolipoviridae	Betapleolipovirus	vConTact2	Haloarcula	Others	#66A61E
Haloarcula~hispanica~virus~PH1	Halopanivirales	Sphaerolipoviridae	Alphasphaerolipovirus	vConTact2	Haloarcula	Others	#66A61E
Haloarcula~hispanica~virus~SH1	Halopanivirales	Sphaerolipoviridae	Alphasphaerolipovirus	vConTact2	Haloarcula	Others	#66A61E
Halomonas~virus~HAP1	Caudovirales	Myoviridae	Hapunavirus	vConTact2	Halomonas	Others	#66A61E
Halorubrum~phage~CGphi46	Unassigned	Unassigned	Unassigned	vConTact2	Halorubrum	Others	#66A61E
Halorubrum~phage~HF2	Caudovirales	Myoviridae	Unassigned	vConTact2	Halorubrum	Others	#66A61E
Halorubrum~pleomorphic~virus~1	Haloruvirales	Pleolipoviridae	Alphapleolipovirus	vConTact2	Halorubrum	Others	#66A61E
Halorubrum~pleomorphic~virus~10	Haloruvirales	Pleolipoviridae	Betapleolipovirus	vConTact2	Halorubrum	Others	#66A61E
Halorubrum~pleomorphic~virus~11	Haloruvirales	Pleolipoviridae	Betapleolipovirus	vConTact2	Halorubrum	Others	#66A61E
Halorubrum~pleomorphic~virus~12	Haloruvirales	Pleolipoviridae	Betapleolipovirus	vConTact2	Halorubrum	Others	#66A61E
Halorubrum~pleomorphic~virus~2	Haloruvirales	Pleolipoviridae	Alphapleolipovirus	vConTact2	Halorubrum	Others	#66A61E
Halorubrum~pleomorphic~virus~6	Haloruvirales	Pleolipoviridae	Alphapleolipovirus	vConTact2	Halorubrum	Others	#66A61E
Halovirus~HCTV-1	Unassigned	Unassigned	Unassigned	vConTact2	Halovirus	Others	#66A61E
Halovirus~HCTV-2	Unassigned	Unassigned	Unassigned	vConTact2	Halovirus	Others	#66A61E
Halovirus~HCTV-5	Unassigned	Unassigned	Unassigned	vConTact2	Halovirus	Others	#66A61E
Halovirus~HHTV-2	Unassigned	Unassigned	Unassigned	vConTact2	Halovirus	Others	#66A61E
Halovirus~HRTV-5	Caudovirales	Myoviridae	Unassigned	vConTact2	Halovirus	Others	#66A61E
Halovirus~HRTV-8	Caudovirales	Myoviridae	Unassigned	vConTact2	Halovirus	Others	#66A61E
Halovirus~HVTV-1	Unassigned	Unassigned	Unassigned	vConTact2	Halovirus	Others	#66A61E
Hamiltonella~virus~APSE1	Caudovirales	Podoviridae	Unassigned	vConTact2	Hamiltonella	Others	#66A61E
Helicobacter~phage~1961P	Caudovirales	Podoviridae	Una961virus	vConTact2	Helicobacter	Others	#66A61E
Helicobacter~phage~KHP30	Caudovirales	Podoviridae	Una961virus	vConTact2	Helicobacter	Others	#66A61E
Helicobacter~phage~KHP40	Caudovirales	Podoviridae	Una961virus	vConTact2	Helicobacter	Others	#66A61E
Helicobacter~phage~phiHP33	Caudovirales	Podoviridae	Schmidvirus	vConTact2	Helicobacter	Others	#66A61E
Idiomarinaceae~phage~Phi1M2-2	Caudovirales	Siphoviridae	Unassigned	vConTact2	Idiomarinaceae	Others	#66A61E
Iodobacter~phage~PhiPLPE	Caudovirales	Myoviridae	Iodovirus	vConTact2	Iodobacter	Others	#66A61E
Klebsiella~phage~1513	Caudovirales	Siphoviridae	Kp36virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~2044-307w	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~4~LV-2017	Caudovirales	Myoviridae	Peduovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~AltoGao	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~F19	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~GH-K3	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Henu1	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~JD001	Caudovirales	Myoviridae	Jedunavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~JD18	Caudovirales	Myoviridae	Jd18virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~K11	Caudovirales	Podoviridae	Kp32virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~K5	Caudovirales	Podoviridae	Kp32virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~K5-2	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~K5-4	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KLPN1	Caudovirales	Siphoviridae	Kp36virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KOX1	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KP-Rio/2015	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KP15	Caudovirales	Myoviridae	Kp15virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KP27	Caudovirales	Myoviridae	Kp15virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KP32	Caudovirales	Podoviridae	Kp32virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KP34	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KP36	Caudovirales	Siphoviridae	Kp36virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KP8	Caudovirales	Podoviridae	Gamaleyavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KPN~N137	Caudovirales	Siphoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KPN~N141	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KPV811	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Kp2	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KpCHEMY26	Caudovirales	Podoviridae	Ithacavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KpKT21phi1	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KpV41	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KpV475	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~KpV71	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Magnus	Caudovirales	Ackermannviridae	Taipeivirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Marfa	Caudovirales	Myoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Matisse	Caudovirales	Myoviridae	Kp15virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~May	Caudovirales	Ackermannviridae	Taipeivirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Menlow	Caudovirales	Ackermannviridae	Taipeivirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~MezzoGao	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Miro	Caudovirales	Myoviridae	Kp15virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~NJR15	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~NJS1	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~NJS2	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~NTUH-K2044-K1-1	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~PKO111	Caudovirales	Myoviridae	Jd18virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~PKP126	Caudovirales	Siphoviridae	Kp36virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~PMBT1	Caudovirales	Myoviridae	Slopekvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Pharr	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Pylas	Caudovirales	Podoviridae	Ithacavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~SH-Kp~152410	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~ST13-OXA48phi12.1	Caudovirales	Myoviridae	Peduovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~ST147-VIM1phi7.1	Caudovirales	Myoviridae	Peduovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~ST15-OXA48phi14.1	Caudovirales	Myoviridae	Peduovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~ST437-OXA245phi4.1	Caudovirales	Myoviridae	Peduovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~ST437-OXA245phi4.2	Caudovirales	Myoviridae	Peduovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~ST512-KPC3phi13.2	Caudovirales	Myoviridae	Peduovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Seifer	Caudovirales	Siphoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Soft	Caudovirales	Siphoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Sugarland	Caudovirales	Demerecviridae	Sugarlandvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~Sushi	Caudovirales	Siphoviridae	Kp36virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~TAH8	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~TSK1	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~ZCKP1	Caudovirales	Myoviridae	Phapecoctavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~kpssk3	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~myPSH1235	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~phiBO1E	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~phiKO2	Caudovirales	Siphoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~phiKpS2	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KleM_RaK2	Caudovirales	Myoviridae	Alcyoneusvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_Kp1	Caudovirales	Podoviridae	Kp32virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnM_BIS47	Caudovirales	Myoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnM_KB57	Caudovirales	Myoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnM_KpV477	Caudovirales	Myoviridae	Jiaodavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnM_KpV52	Caudovirales	Myoviridae	Jedunavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnM_KpV79	Caudovirales	Myoviridae	Jedunavirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_BIS33	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_IL33	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_IME205	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_IME321	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_KpV289	Caudovirales	Podoviridae	Kp32virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_KpV48	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_KpV74	Caudovirales	Autographiviridae	Drulisvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_KpV763	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_KpV766	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_KpV767	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_PRA33	Caudovirales	Autographiviridae	Przondovirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_SU503	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnP_SU552A	Caudovirales	Podoviridae	Kp34virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnS_IME279	Caudovirales	Podoviridae	Sortsnevirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_KpnS_KpV522	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_Kpn_F48	Caudovirales	Myoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~phage~vB_Kpn_IME260	Caudovirales	Demerecviridae	Sugarlandvirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~virus~0507KN21	Caudovirales	Ackermannviridae	Taipeivirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~virus~GML-KpCol1	Caudovirales	Drexlerviridae	Webervirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~virus~KP32	Caudovirales	Podoviridae	Kp32virus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~virus~KpS8	Caudovirales	Myoviridae	Unassigned	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~virus~UPM~2146	Caudovirales	Ackermannviridae	Taipeivirus	vConTact2	Klebsiella	Klebsiella	#666666
Klebsiella~virus~vB_KpnM_KpS110	Caudovirales	Ackermannviridae	Taipeivirus	vConTact2	Klebsiella	Klebsiella	#666666
Kluyvera~phage~Kvp1	Caudovirales	Podoviridae	T7virus	vConTact2	Kluyvera	Others	#66A61E
Lactobacillus~phage~3-521	Caudovirales	Herelleviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~521B	Caudovirales	Herelleviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~ATCC~8014-B2	Caudovirales	Siphoviridae	Douglaswolinvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Bacchae	Caudovirales	Herelleviridae	Harbinvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Bromius	Caudovirales	Herelleviridae	Harbinvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Iacchus	Caudovirales	Herelleviridae	Harbinvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~JCL1032	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~KC5a	Caudovirales	Myoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~LBR48	Caudovirales	Myoviridae	Anamdongvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~LF1	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~LL-H	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Lc-Nu	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Ld17	Caudovirales	Siphoviridae	C5virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Ld25A	Caudovirales	Siphoviridae	C5virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Ld3	Caudovirales	Siphoviridae	C5virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Ldl1	Caudovirales	Siphoviridae	Lidleunavirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Lenus	Caudovirales	Siphoviridae	Lenusvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Lpa804	Caudovirales	Herelleviridae	Harbinvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~LpeD	Caudovirales	Herelleviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Maenad	Caudovirales	Siphoviridae	Maenadvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Nyseid	Caudovirales	Siphoviridae	Lenusvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~P1	Caudovirales	Siphoviridae	Maenadvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~PLE2	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~SA-C12	Caudovirales	Siphoviridae	Lenusvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~SAC12B	Caudovirales	Herelleviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Satyr	Caudovirales	Siphoviridae	Maenadvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~Semele	Caudovirales	Herelleviridae	Harbinvirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~ViSo-2018a	Caudovirales	Siphoviridae	Lidleunavirus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~iA2	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~phi~jlb1	Caudovirales	Myoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~phiAQ113	Caudovirales	Myoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~phiAT3	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~phiJB	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~phiLdb	Caudovirales	Siphoviridae	C5virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~phiPYB5	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~phage~phig1e	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~prophage~Lj771	Caudovirales	Myoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~prophage~Lj965	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~virus~ATCC8014	Caudovirales	Siphoviridae	Phijl1virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~virus~LLKu	Caudovirales	Siphoviridae	C5virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~virus~LP65	Caudovirales	Myoviridae	Unassigned	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~virus~c5	Caudovirales	Siphoviridae	C5virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactobacillus~virus~phiJL1	Caudovirales	Siphoviridae	Phijl1virus	vConTact2	Lactobacillus	Lactobacillus	#1B9E77
Lactococcus~lactis~phage~P475	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~lactis~phage~p272	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~05601	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~10W18	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~13W11L	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~16802	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~16W23	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~30804	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~340	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~37201	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~38503	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~38507	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~3R16S	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~50101	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~51701	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~56003	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~56301	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~57001	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~62601	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~62605	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~63301	Caudovirales	Siphoviridae	Unassigned	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~63302	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~66901	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
Lactococcus~phage~79201	Caudovirales	Siphoviridae	Skunavirus	vConTact2	Lactococcus	Lactococcus	#D95F02
