""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID"	"koID"
"g001443"	"g001443"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_00842"	"GCF_000301115:NZ_JH932288.1:213478-213612"	"hypothetical protein"	""	NA	"g001425"	""
"g001444"	"g001444"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_00843"	"GCF_000301115:NZ_JH932288.1:213638-213711"	"tRNA-Trp(cca)"	""	NA	"g001426"	NA
"g001445"	"g001445"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_00854"	"GCF_000301115:NZ_JH932288.1:219350-220147"	"hypothetical protein"	""	NA	"g001427"	""
"g001446"	"g001446"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_00857"	"GCF_000301115:NZ_JH932288.1:222566-223690"	"hypothetical protein"	""	NA	"g001428"	""
"g001447"	"g001447"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_00998"	"GCF_000301115:NZ_JH932288.1:374405-374626"	"hypothetical protein"	""	NA	"g001431"	""
"g001448"	"g001448"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01018"	"GCF_000301115:NZ_JH932288.1:405848-405750"	"hypothetical protein"	""	NA	"g001432"	""
"g001449"	"g001449"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01047"	"GCF_000301115:NZ_JH932288.1:440952-442130"	"IS256 family transposase IS1201"	""	NA	"g001433"	""
"g001450"	"g001450"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01054"	"GCF_000301115:NZ_JH932288.1:450757-451245"	"Beta-Ala-Xaa dipeptidase"	"3.4.13.-"	NA	"g001434"	""
"g001451"	"g001451"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01085"	"GCF_000301115:NZ_JH932288.1:475961-476125"	"hypothetical protein"	""	NA	"g001435"	""
"g001452"	"g001452"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01096"	"GCF_000301115:NZ_JH932288.1:485702-485190"	"ISLre2 family transposase ISLcr2"	""	NA	"g001436"	""
"g001453"	"g001453"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01116"	"GCF_000301115:NZ_JH932288.1:507182-506337"	"hypothetical protein"	""	NA	"g001437"	""
"g001454"	"g001454"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01117"	"GCF_000301115:NZ_JH932288.1:507570-507175"	"hypothetical protein"	""	NA	"g001438"	""
"g001455"	"g001455"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01118"	"GCF_000301115:NZ_JH932288.1:507787-507560"	"hypothetical protein"	""	NA	"g001439"	""
"g001456"	"g001456"	"1"	1	0	0.888888888888889	1	"GCF_000301115:JFDAGFHO_01121"	"GCF_000301115:NZ_JH932288.1:508798-508340"	"hypothetical protein"	""	NA	"g001440"	""
"g001457"	"g001457"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01123"	"GCF_000301115:NZ_JH932288.1:510100-509627"	"hypothetical protein"	""	NA	"g001442"	""
"g001458"	"g001458"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01125"	"GCF_000301115:NZ_JH932288.1:511923-511729"	"hypothetical protein"	""	NA	"g001443"	""
"g001459"	"g001459"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01126"	"GCF_000301115:NZ_JH932288.1:515268-511927"	"hypothetical protein"	""	NA	"g001444"	""
"g001460"	"g001460"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01127"	"GCF_000301115:NZ_JH932288.1:516047-515268"	"hypothetical protein"	""	NA	"g001445"	""
"g001461"	"g001461"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01136"	"GCF_000301115:NZ_JH932288.1:526720-525428"	"hypothetical protein"	""	NA	"g001446"	""
"g001462"	"g001462"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01139"	"GCF_000301115:NZ_JH932288.1:528783-528586"	"hypothetical protein"	""	NA	"g001447"	""
"g001463"	"g001463"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01140"	"GCF_000301115:NZ_JH932288.1:530662-528773"	"hypothetical protein"	""	NA	"g001448"	""
"g001464"	"g001464"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01143"	"GCF_000301115:NZ_JH932288.1:531576-531127"	"hypothetical protein"	""	NA	"g001449"	""
"g001465"	"g001465"	"1"	1	1	1	1	"GCF_000301115:JFDAGFHO_01145"	"GCF_000301115:NZ_JH932288.1:532378-532305"	"tRNA-Trp(cca)"	""	NA	"g001450"	NA
"g001466"	"g001466"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01146"	"GCF_000301115:NZ_JH932288.1:533106-532627"	"hypothetical protein"	""	NA	"g001451"	""
"g001467"	"g001467"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01161"	"GCF_000301115:NZ_JH932288.1:542401-541058"	"hypothetical protein"	""	NA	"g001452"	""
"g001468"	"g001468"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01168"	"GCF_000301115:NZ_JH932288.1:544547-544395"	"hypothetical protein"	""	NA	"g001453"	""
"g001469"	"g001469"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01172"	"GCF_000301115:NZ_JH932288.1:545967-546308"	"hypothetical protein"	""	NA	"g001454"	""
"g001470"	"g001470"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01173"	"GCF_000301115:NZ_JH932288.1:546310-546717"	"hypothetical protein"	""	NA	"g001455"	""
"g001471"	"g001471"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01184"	"GCF_000301115:NZ_JH932288.1:557054-558439"	"putative amino acid permease YhdG"	""	NA	"g001456"	""
"g001472"	"g001472"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01191"	"GCF_000301115:NZ_JH932288.1:563288-563488"	"hypothetical protein"	""	NA	"g001457"	""
"g001473"	"g001473"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01222"	"GCF_000301115:NZ_JH932288.1:594125-593412"	"Regulator of ribonuclease activity A"	""	NA	"g001458"	""
"g001474"	"g001474"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01244"	"GCF_000301115:NZ_JH932288.1:618856-618074"	"hypothetical protein"	""	NA	"g001459"	""
"g001475"	"g001475"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01245"	"GCF_000301115:NZ_JH932288.1:619153-618866"	"hypothetical protein"	""	NA	"g001460"	""
"g001476"	"g001476"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01302"	"GCF_000301115:NZ_JH932289.1:21962-22078"	"hypothetical protein"	""	NA	"g001477"	""
"g001477"	"g001477"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01339"	"GCF_000301115:NZ_JH932289.1:63113-63961"	"ADP-dependent (S)-NAD(P)H-hydrate dehydratase"	"4.2.1.136"	NA	"g001498"	"K17758"
"g001478"	"g001478"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01378"	"GCF_000301115:NZ_JH932289.1:102566-102898"	"putative protein YhaN"	""	NA	"g001462"	""
"g001479"	"g001479"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01380"	"GCF_000301115:NZ_JH932289.1:103955-104218"	"IS256 family transposase ISLdl2"	""	NA	"g001463"	""
"g001480"	"g001480"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01381"	"GCF_000301115:NZ_JH932289.1:104296-104988"	"hypothetical protein"	""	NA	"g001464"	""
"g001481"	"g001481"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01396"	"GCF_000301115:NZ_JH932289.1:117812-116835"	"hypothetical protein"	""	NA	"g001465"	""
"g001482"	"g001482"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01401"	"GCF_000301115:NZ_JH932289.1:121674-121862"	"hypothetical protein"	""	NA	"g001466"	""
"g001483"	"g001483"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01410"	"GCF_000301115:NZ_JH932289.1:132902-133819"	"IS30 family transposase ISSag3"	""	NA	"g001467"	""
"g001484"	"g001484"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01417"	"GCF_000301115:NZ_JH932289.1:137484-137870"	"hypothetical protein"	""	NA	"g001468"	""
"g001485"	"g001485"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01423"	"GCF_000301115:NZ_JH932289.1:139540-139809"	"hypothetical protein"	""	NA	"g001469"	""
"g001486"	"g001486"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01424"	"GCF_000301115:NZ_JH932289.1:140492-140989"	"Single-stranded DNA-binding protein"	""	NA	"g001470"	"K03111"
"g001487"	"g001487"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01445"	"GCF_000301115:NZ_JH932289.1:162437-162219"	"hypothetical protein"	""	NA	"g001471"	""
"g001488"	"g001488"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01447"	"GCF_000301115:NZ_JH932289.1:162965-163174"	"hypothetical protein"	""	NA	"g001472"	""
"g001489"	"g001489"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01453"	"GCF_000301115:NZ_JH932289.1:165313-164897"	"hypothetical protein"	""	NA	"g001473"	""
"g001490"	"g001490"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01459"	"GCF_000301115:NZ_JH932289.1:167455-168240"	"hypothetical protein"	""	NA	"g001474"	""
"g001491"	"g001491"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01487"	"GCF_000301115:NZ_JH932289.1:185368-185799"	"hypothetical protein"	""	NA	"g001475"	""
"g001492"	"g001492"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01516"	"GCF_000301115:NZ_JH932289.1:211826-212449"	"hypothetical protein"	""	NA	"g001476"	""
"g001493"	"g001493"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01534"	"GCF_000301115:NZ_JH932289.1:229121-229522"	"hypothetical protein"	""	NA	"g001478"	""
"g001494"	"g001494"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01550"	"GCF_000301115:NZ_JH932289.1:242417-243607"	"hypothetical protein"	""	NA	"g001479"	""
"g001495"	"g001495"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01551"	"GCF_000301115:NZ_JH932289.1:243577-243987"	"Adaptive-response sensory-kinase SasA"	"2.7.-.-"	NA	"g001480"	""
"g001496"	"g001496"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01568"	"GCF_000301115:NZ_JH932289.1:257220-258224"	"hypothetical protein"	""	NA	"g001481"	""
"g001497"	"g001497"	"0.4375"	0	0	0	0.142857142857143	"GCF_000301115:JFDAGFHO_01626"	"GCF_000301115:NZ_JH932289.1:312505-313788"	"hypothetical protein"	""	NA	"g001482"	""
"g001498"	"g001498"	"1"	1	1	1	1	"GCF_000301115:JFDAGFHO_01627"	"GCF_000301115:NZ_JH932289.1:313840-314418"	"hypothetical protein"	""	NA	"g001483"	""
"g001499"	"g001499"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01628"	"GCF_000301115:NZ_JH932289.1:314394-314507"	"hypothetical protein"	""	NA	"g001484"	""
"g001500"	"g001500"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01636"	"GCF_000301115:NZ_JH932289.1:320407-320511"	"hypothetical protein"	""	NA	"g001485"	""
"g001501"	"g001501"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01639"	"GCF_000301115:NZ_JH932289.1:321991-322329"	"hypothetical protein"	""	NA	"g001486"	""
"g001502"	"g001502"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01644"	"GCF_000301115:NZ_JH932289.1:331732-331962"	"hypothetical protein"	""	NA	"g001487"	""
"g001503"	"g001503"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01646"	"GCF_000301115:NZ_JH932289.1:334405-334043"	"hypothetical protein"	""	NA	"g001488"	""
"g001504"	"g001504"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01647"	"GCF_000301115:NZ_JH932289.1:334915-335871"	"IS3 family transposase ISLhe6"	""	NA	"g001489"	""
"g001505"	"g001505"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01749"	"GCF_000301115:NZ_JH932289.1:453693-452515"	"IS256 family transposase IS1201"	""	NA	"g001490"	""
"g001506"	"g001506"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01803"	"GCF_000301115:NZ_JH932289.1:501527-501087"	"hypothetical protein"	""	NA	"g001491"	""
"g001507"	"g001507"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01811"	"GCF_000301115:NZ_JH932289.1:513923-514399"	"hypothetical protein"	""	NA	"g001492"	""
"g001508"	"g001508"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01831"	"GCF_000301115:NZ_JH932289.1:539918-539424"	"hypothetical protein"	""	NA	"g001493"	""
"g001509"	"g001509"	"1"	1	1	1	1	"GCF_000301115:JFDAGFHO_01833"	"GCF_000301115:NZ_JH932289.1:540144-540260"	"hypothetical protein"	""	NA	"g001494"	""
"g001510"	"g001510"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01836"	"GCF_000301115:NZ_JH932289.1:542382-542951"	"hypothetical protein"	""	NA	"g001495"	""
"g001511"	"g001511"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01866"	"GCF_000301115:NZ_JH932289.1:578561-578310"	"hypothetical protein"	""	NA	"g001496"	""
"g001512"	"g001512"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01883"	"GCF_000301115:NZ_JH932289.1:595394-595125"	"hypothetical protein"	""	NA	"g001497"	""
"g001513"	"g001513"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01922"	"GCF_000301115:NZ_JH932289.1:635818-634931"	"IS3 family transposase ISEnfa5"	""	NA	"g001499"	""
"g001514"	"g001514"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01926"	"GCF_000301115:NZ_JH932290.1:2005-2541"	"ISLre2 family transposase ISLcr2"	""	NA	"g001504"	""
"g001515"	"g001515"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_01927"	"GCF_000301115:NZ_JH932290.1:2514-3401"	"ISLre2 family transposase ISLcr2"	""	NA	"g001506"	""
"g001516"	"g001516"	"1"	0	0	0.111111111111111	0	"GCF_000301115:JFDAGFHO_01976"	"GCF_000301115:NZ_JH932290.1:42598-42359"	"ISLre2 family transposase ISLcr2"	""	NA	"g001516"	""
"g001517"	"g001517"	"1"	1	1	1	1	"GCF_000301115:JFDAGFHO_02014"	"GCF_000301115:NZ_JH932290.1:86425-83345"	"hypothetical protein"	""	NA	"g001520"	""
"g001518"	"g001518"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02021"	"GCF_000301115:NZ_JH932290.1:91289-90864"	"hypothetical protein"	""	NA	"g001521"	""
"g001519"	"g001519"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02022"	"GCF_000301115:NZ_JH932290.1:92250-91405"	"hypothetical protein"	""	NA	"g001522"	""
"g001520"	"g001520"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02025"	"GCF_000301115:NZ_JH932290.1:93877-93431"	"hypothetical protein"	""	NA	"g001523"	""
"g001521"	"g001521"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02080"	"GCF_000301115:NZ_JH932290.1:157080-156424"	"Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU"	"2.7.8.-"	NA	"g001500"	""
"g001522"	"g001522"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02081"	"GCF_000301115:NZ_JH932290.1:157214-157092"	"hypothetical protein"	""	NA	"g001501"	""
"g001523"	"g001523"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02082"	"GCF_000301115:NZ_JH932290.1:157517-157242"	"hypothetical protein"	""	NA	"g001502"	""
"g001524"	"g001524"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02113"	"GCF_000301115:NZ_JH932290.1:186555-186160"	"hypothetical protein"	""	NA	"g001503"	""
"g001525"	"g001525"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02129"	"GCF_000301115:NZ_JH932290.1:207749-208246"	"hypothetical protein"	""	NA	"g001505"	""
"g001526"	"g001526"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02216"	"GCF_000301115:NZ_JH932290.1:296277-297131"	"IS4 family transposase ISLre1"	""	NA	"g001507"	""
"g001527"	"g001527"	"1"	1	1	0.888888888888889	1	"GCF_000301115:JFDAGFHO_02232"	"GCF_000301115:NZ_JH932290.1:314297-313086"	"3-oxoacyl-[acyl-carrier-protein] synthase 2"	"2.3.1.179"	NA	"g001508"	"K09458"
"g001528"	"g001528"	"0.475"	1	0	0.777777777777778	1	"GCF_000301115:JFDAGFHO_02242"	"GCF_000301115:NZ_JH932290.1:322369-321191"	"IS256 family transposase IS1201"	""	NA	"g001509"	""
"g001529"	"g001529"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02253"	"GCF_000301115:NZ_JH932290.1:332215-332697"	"Methionine import ATP-binding protein MetN 2"	"3.6.3.-"	NA	"g001510"	"K02071"
"g001530"	"g001530"	"0.261538461538462"	0	1	0.111111111111111	0.428571428571429	"GCF_000301115:JFDAGFHO_02261"	"GCF_000301115:NZ_JH932290.1:340577-339915"	"hypothetical protein"	""	NA	"g001511"	""
"g001531"	"g001531"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02271"	"GCF_000301115:NZ_JH932290.1:350769-350590"	"hypothetical protein"	""	NA	"g001512"	""
"g001532"	"g001532"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02272"	"GCF_000301115:NZ_JH932290.1:353255-352710"	"hypothetical protein"	""	NA	"g001513"	""
"g001533"	"g001533"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02308"	"GCF_000301115:NZ_JH932290.1:388208-387351"	"ISLre2 family transposase ISLcr2"	""	NA	"g001514"	""
"g001534"	"g001534"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02331"	"GCF_000301115:NZ_JH932290.1:412932-413309"	"hypothetical protein"	""	NA	"g001515"	""
"g001535"	"g001535"	"0.0884615384615385"	1	1	0.555555555555556	1	"GCF_000301115:JFDAGFHO_02355"	"GCF_000301115:NZ_JH932290.1:437856-439223"	"Chromosomal replication initiator protein DnaA"	""	NA	"g001517"	"K02313"
"g001536"	"g001536"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02395"	"GCF_000301115:NZ_JH932290.1:483491-484135"	"hypothetical protein"	""	NA	"g001518"	""
"g001537"	"g001537"	"0.261538461538462"	0	1	0.111111111111111	0.428571428571429	"GCF_000301115:JFDAGFHO_02396"	"GCF_000301115:NZ_JH932290.1:484843-485358"	"hypothetical protein"	""	NA	"g001519"	""
"g001538"	"g001538"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02463"	"GCF_000301115:NZ_JH932291.1:5828-4716"	"hypothetical protein"	""	NA	"g001524"	""
"g001539"	"g001539"	"1"	0	0	0	0	"GCF_000301115:JFDAGFHO_02468"	"GCF_000301115:NZ_JH932291.1:9142-9747"	"Transposon gamma-delta resolvase"	""	NA	"g001525"	""
"g001540"	"g001540"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00110"	"GCF_000301135:NZ_JH932272.1:113564-113731"	"hypothetical protein"	""	NA	"g001529"	""
"g001541"	"g001541"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00113"	"GCF_000301135:NZ_JH932272.1:116168-116659"	"hypothetical protein"	""	NA	"g001530"	""
"g001542"	"g001542"	"1"	1	1	1	1	"GCF_000301135:AHCOMKGF_00167"	"GCF_000301135:NZ_JH932272.1:177147-176911"	"hypothetical protein"	""	NA	"g001537"	""
"g001543"	"g001543"	"0.175"	1	0	1	0.714285714285714	"GCF_000301135:AHCOMKGF_00184"	"GCF_000301135:NZ_JH932272.1:193922-196186"	"hypothetical protein"	""	NA	"g001538"	""
"g001544"	"g001544"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00185"	"GCF_000301135:NZ_JH932272.1:200064-201341"	"hypothetical protein"	""	NA	"g001539"	""
"g001545"	"g001545"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00187"	"GCF_000301135:NZ_JH932272.1:202898-201987"	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	"2.5.1.74"	NA	"g001540"	""
"g001546"	"g001546"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00261"	"GCF_000301135:NZ_JH932272.1:271151-271939"	"tRNA pseudouridine synthase A"	"5.4.99.12"	NA	"g001541"	"K06173"
"g001547"	"g001547"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00329"	"GCF_000301135:NZ_JH932272.1:329057-329656"	"Recombination protein RecR"	""	NA	"g001542"	"K06187"
"g001548"	"g001548"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00344"	"GCF_000301135:NZ_JH932272.1:338983-338807"	"hypothetical protein"	""	NA	"g001543"	""
"g001549"	"g001549"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00380"	"GCF_000301135:NZ_JH932272.1:380941-381522"	"Bacitracin transport ATP-binding protein BcrA"	""	NA	"g001544"	""
"g001550"	"g001550"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00382"	"GCF_000301135:NZ_JH932272.1:382466-382777"	"hypothetical protein"	""	NA	"g001545"	""
"g001551"	"g001551"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00438"	"GCF_000301135:NZ_JH932272.1:418183-417836"	"hypothetical protein"	""	NA	"g001546"	""
"g001552"	"g001552"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00450"	"GCF_000301135:NZ_JH932272.1:423640-423491"	"hypothetical protein"	""	NA	"g001547"	""
"g001553"	"g001553"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00452"	"GCF_000301135:NZ_JH932272.1:424429-424758"	"hypothetical protein"	""	NA	"g001548"	""
"g001554"	"g001554"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00456"	"GCF_000301135:NZ_JH932272.1:426772-426906"	"hypothetical protein"	""	NA	"g001549"	""
"g001555"	"g001555"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00457"	"GCF_000301135:NZ_JH932272.1:426963-427748"	"hypothetical protein"	""	NA	"g001550"	""
"g001556"	"g001556"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00484"	"GCF_000301135:NZ_JH932272.1:458290-459549"	"hypothetical protein"	""	NA	"g001551"	""
"g001557"	"g001557"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00487"	"GCF_000301135:NZ_JH932272.1:460823-460581"	"hypothetical protein"	""	NA	"g001552"	""
"g001558"	"g001558"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00492"	"GCF_000301135:NZ_JH932272.1:467451-467681"	"hypothetical protein"	""	NA	"g001553"	""
"g001559"	"g001559"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00493"	"GCF_000301135:NZ_JH932272.1:467934-467692"	"hypothetical protein"	""	NA	"g001554"	""
"g001560"	"g001560"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00502"	"GCF_000301135:NZ_JH932272.1:479611-479778"	"hypothetical protein"	""	NA	"g001555"	""
"g001561"	"g001561"	"1"	1	1	1	1	"GCF_000301135:AHCOMKGF_00505"	"GCF_000301135:NZ_JH932272.1:481612-481893"	"hypothetical protein"	""	NA	"g001556"	""
"g001562"	"g001562"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00552"	"GCF_000301135:NZ_JH932272.1:534794-535318"	"hypothetical protein"	""	NA	"g001557"	""
"g001563"	"g001563"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00563"	"GCF_000301135:NZ_JH932272.1:546043-546876"	"Putative multidrug resistance protein MdtD"	""	NA	"g001558"	""
"g001564"	"g001564"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00565"	"GCF_000301135:NZ_JH932272.1:549474-549983"	"hypothetical protein"	""	NA	"g001559"	""
"g001565"	"g001565"	"1"	1	1	1	1	"GCF_000301135:AHCOMKGF_00621"	"GCF_000301135:NZ_JH932272.1:608350-609408"	"ISLre2 family transposase ISLcr2"	""	NA	"g001560"	""
"g001566"	"g001566"	"1"	0	0	0.111111111111111	0	"GCF_000301135:AHCOMKGF_00670"	"GCF_000301135:NZ_JH932272.1:654790-655605"	"Sugar phosphatase YidA"	"3.1.3.23"	NA	"g001561"	""
"g001567"	"g001567"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00718"	"GCF_000301135:NZ_JH932272.1:699442-699597"	"hypothetical protein"	""	NA	"g001562"	""
"g001568"	"g001568"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00738"	"GCF_000301135:NZ_JH932272.1:722017-722721"	"IS982 family transposase ISLhe5"	""	NA	"g001563"	""
"g001569"	"g001569"	"0.584615384615385"	1	1	0.666666666666667	0.857142857142857	"GCF_000301135:AHCOMKGF_00752"	"GCF_000301135:NZ_JH932272.1:750342-750605"	"hypothetical protein"	""	NA	"g001564"	""
"g001570"	"g001570"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00766"	"GCF_000301135:NZ_JH932272.1:766132-764930"	"hypothetical protein"	""	NA	"g001565"	""
"g001571"	"g001571"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00810"	"GCF_000301135:NZ_JH932272.1:807037-808560"	"Lactococcin-G-processing and transport ATP-binding protein LagD"	"3.4.22.-"	NA	"g001566"	""
"g001572"	"g001572"	"1"	0	0	0.444444444444444	0.571428571428571	"GCF_000301135:AHCOMKGF_00931"	"GCF_000301135:NZ_JH932272.1:928417-926969"	"hypothetical protein"	""	NA	"g001567"	""
"g001573"	"g001573"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00949"	"GCF_000301135:NZ_JH932272.1:949229-948792"	"hypothetical protein"	""	NA	"g001568"	""
"g001574"	"g001574"	"1"	1	1	0.888888888888889	1	"GCF_000301135:AHCOMKGF_00954"	"GCF_000301135:NZ_JH932272.1:954952-955218"	"Aryl-phospho-beta-D-glucosidase BglA"	"3.2.1.86"	NA	"g001569"	"K01223"
"g001575"	"g001575"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_00978"	"GCF_000301135:NZ_JH932272.1:986115-985564"	"hypothetical protein"	""	NA	"g001570"	""
"g001576"	"g001576"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_01011"	"GCF_000301135:NZ_JH932272.1:1018887-1019018"	"hypothetical protein"	""	NA	"g001526"	""
"g001577"	"g001577"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_01064"	"GCF_000301135:NZ_JH932272.1:1073968-1072256"	"Septation ring formation regulator EzrA"	""	NA	"g001527"	"K06286"
"g001578"	"g001578"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_01104"	"GCF_000301135:NZ_JH932272.1:1109280-1108279"	"hypothetical protein"	""	NA	"g001528"	""
"g001579"	"g001579"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_01223"	"GCF_000301135:NZ_JH932272.1:1228511-1227864"	"hypothetical protein"	""	NA	"g001531"	""
"g001580"	"g001580"	"1"	0	0	0	0	"GCF_000301135:AHCOMKGF_01281"	"GCF_000301135:NZ_JH932272.1:1287166-1286447"	"hypothetical protein"	""	NA	"g001532"	""
