Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g002975	GCF_001311685:NZ_BBBS01000005.1:57853-58344	GCF_001311685:GPGNHPAH_00573	hypothetical protein		
g002976	GCF_001311685:NZ_BBBS01000005.1:59062-58664	GCF_001311685:GPGNHPAH_00574	putative iron export permease protein FetB		
g002977	GCF_001311685:NZ_BBBS01000005.1:59900-59073	GCF_001311685:GPGNHPAH_00575	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g002978	GCF_001311685:NZ_BBBS01000005.1:60027-59857	GCF_001311685:GPGNHPAH_00576	sn-glycerol-3-phosphate import ATP-binding protein UgpC	7.6.2.10	
g002979	GCF_001311685:NZ_BBBS01000005.1:6178-5894	GCF_001311685:GPGNHPAH_00464	hypothetical protein		
g002980	GCF_001311685:NZ_BBBS01000005.1:6299-6610	GCF_001311685:GPGNHPAH_00465	hypothetical protein		
g002981	GCF_001311685:NZ_BBBS01000005.1:7177-6938	GCF_001311685:GPGNHPAH_00466	hypothetical protein		
g002982	GCF_001311685:NZ_BBBS01000005.1:7810-7529	GCF_001311685:GPGNHPAH_00468	hypothetical protein		
g002983	GCF_001311685:NZ_BBBS01000005.1:7874-7749	GCF_001311685:GPGNHPAH_00469	hypothetical protein		
g002984	GCF_001311685:NZ_BBBS01000005.1:8098-7877	GCF_001311685:GPGNHPAH_00470	hypothetical protein		
g002985	GCF_001311685:NZ_BBBS01000005.1:8318-8088	GCF_001311685:GPGNHPAH_00471	hypothetical protein		
g002986	GCF_001311685:NZ_BBBS01000005.1:8509-8372	GCF_001311685:GPGNHPAH_00472	hypothetical protein		
g002987	GCF_001311685:NZ_BBBS01000005.1:8836-8669	GCF_001311685:GPGNHPAH_00473	hypothetical protein		
g002988	GCF_001311685:NZ_BBBS01000005.1:9282-9380	GCF_001311685:GPGNHPAH_00474	hypothetical protein		
g002989	GCF_001311685:NZ_BBBS01000005.1:9482-9670	GCF_001311685:GPGNHPAH_00475	hypothetical protein		
g002990	GCF_001311685:NZ_BBBS01000005.1:9615-9803	GCF_001311685:GPGNHPAH_00476	hypothetical protein		
g002991	GCF_001311685:NZ_BBBS01000005.1:9961-10317	GCF_001311685:GPGNHPAH_00477	hypothetical protein		
g002992	GCF_001311685:NZ_BBBS01000006.1:10801-9890	GCF_001311685:GPGNHPAH_00591	putative fatty acid methyltransferase	2.1.1.-	
g002993	GCF_001311685:NZ_BBBS01000006.1:110-517	GCF_001311685:GPGNHPAH_00577	hypothetical protein		
g002994	GCF_001311685:NZ_BBBS01000006.1:11414-11190	GCF_001311685:GPGNHPAH_00592	1-acyl-sn-glycerol-3-phosphate acyltransferase	2.3.1.-	
g002995	GCF_001311685:NZ_BBBS01000006.1:11805-11446	GCF_001311685:GPGNHPAH_00593	1-acyl-sn-glycerol-3-phosphate acyltransferase	2.3.1.-	
g002996	GCF_001311685:NZ_BBBS01000006.1:11870-12211	GCF_001311685:GPGNHPAH_00594	hypothetical protein		
g002997	GCF_001311685:NZ_BBBS01000006.1:12189-12902	GCF_001311685:GPGNHPAH_00595	tRNA1(Val) (adenine(37)-N6)-methyltransferase	2.1.1.223	
g002998	GCF_001311685:NZ_BBBS01000006.1:13874-14464	GCF_001311685:GPGNHPAH_00597	Elongation factor Ts		
g002999	GCF_001311685:NZ_BBBS01000006.1:14688-14897	GCF_001311685:GPGNHPAH_00598	Elongation factor Ts		
g003000	GCF_001311685:NZ_BBBS01000006.1:15043-15627	GCF_001311685:GPGNHPAH_00599	Uridylate kinase	2.7.4.22	
g003001	GCF_001311685:NZ_BBBS01000006.1:15624-15767	GCF_001311685:GPGNHPAH_00600	Uridylate kinase	2.7.4.22	
g003002	GCF_001311685:NZ_BBBS01000006.1:15767-16174	GCF_001311685:GPGNHPAH_00601	Ribosome-recycling factor		
g003003	GCF_001311685:NZ_BBBS01000006.1:16379-16993	GCF_001311685:GPGNHPAH_00602	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	2.5.1.31	
g003004	GCF_001311685:NZ_BBBS01000006.1:17894-18346	GCF_001311685:GPGNHPAH_00604	Regulator of sigma-W protease RasP	3.4.24.-	
g003005	GCF_001311685:NZ_BBBS01000006.1:18315-19151	GCF_001311685:GPGNHPAH_00605	Regulator of sigma-W protease RasP	3.4.24.-	
g003006	GCF_001311685:NZ_BBBS01000006.1:19202-19726	GCF_001311685:GPGNHPAH_00606	Proline--tRNA ligase	6.1.1.15	
g003007	GCF_001311685:NZ_BBBS01000006.1:19704-20204	GCF_001311685:GPGNHPAH_00607	Proline--tRNA ligase	6.1.1.15	
g003008	GCF_001311685:NZ_BBBS01000006.1:20191-20877	GCF_001311685:GPGNHPAH_00608	Proline--tRNA ligase	6.1.1.15	
g003009	GCF_001311685:NZ_BBBS01000006.1:20883-21245	GCF_001311685:GPGNHPAH_00609	DNA polymerase III PolC-type	2.7.7.7	
g003010	GCF_001311685:NZ_BBBS01000006.1:21208-21456	GCF_001311685:GPGNHPAH_00610	hypothetical protein		
g003011	GCF_001311685:NZ_BBBS01000006.1:21428-22432	GCF_001311685:GPGNHPAH_00611	DNA polymerase III PolC-type	2.7.7.7	
g003012	GCF_001311685:NZ_BBBS01000006.1:22555-23829	GCF_001311685:GPGNHPAH_00612	DNA polymerase III PolC-type	2.7.7.7	
g003013	GCF_001311685:NZ_BBBS01000006.1:23829-25193	GCF_001311685:GPGNHPAH_00613	DNA polymerase III PolC-type	2.7.7.7	
g003014	GCF_001311685:NZ_BBBS01000006.1:25304-25657	GCF_001311685:GPGNHPAH_00614	Ribosome maturation factor RimP		
g003015	GCF_001311685:NZ_BBBS01000006.1:25650-25781	GCF_001311685:GPGNHPAH_00615	hypothetical protein		
g003016	GCF_001311685:NZ_BBBS01000006.1:27082-27303	GCF_001311685:GPGNHPAH_00617	hypothetical protein		
g003017	GCF_001311685:NZ_BBBS01000006.1:27306-27569	GCF_001311685:GPGNHPAH_00618	hypothetical protein		
g003018	GCF_001311685:NZ_BBBS01000006.1:27623-28075	GCF_001311685:GPGNHPAH_00619	hypothetical protein		
g003019	GCF_001311685:NZ_BBBS01000006.1:28099-28440	GCF_001311685:GPGNHPAH_00620	hypothetical protein		
g003020	GCF_001311685:NZ_BBBS01000006.1:28487-30226	GCF_001311685:GPGNHPAH_00621	Translation initiation factor IF-2		
g003021	GCF_001311685:NZ_BBBS01000006.1:30669-30989	GCF_001311685:GPGNHPAH_00623	tRNA pseudouridine synthase B	5.4.99.25	
g003022	GCF_001311685:NZ_BBBS01000006.1:3068-3892	GCF_001311685:GPGNHPAH_00581	hypothetical protein		
g003023	GCF_001311685:NZ_BBBS01000006.1:30943-31383	GCF_001311685:GPGNHPAH_00624	tRNA pseudouridine synthase B	5.4.99.25	
g003024	GCF_001311685:NZ_BBBS01000006.1:31653-32459	GCF_001311685:GPGNHPAH_00625	Bifunctional riboflavin kinase/FMN adenylyltransferase		
g003025	GCF_001311685:NZ_BBBS01000006.1:32662-33552	GCF_001311685:GPGNHPAH_00626	Heat-inducible transcription repressor HrcA		
g003026	GCF_001311685:NZ_BBBS01000006.1:33915-34313	GCF_001311685:GPGNHPAH_00627	Protein GrpE		
g003027	GCF_001311685:NZ_BBBS01000006.1:36266-36382	GCF_001311685:GPGNHPAH_00629	Chaperone protein DnaJ		
g003028	GCF_001311685:NZ_BBBS01000006.1:36432-36614	GCF_001311685:GPGNHPAH_00630	Chaperone protein DnaJ		
g003029	GCF_001311685:NZ_BBBS01000006.1:36589-37389	GCF_001311685:GPGNHPAH_00631	Chaperone protein DnaJ		
g003030	GCF_001311685:NZ_BBBS01000006.1:37935-37648	GCF_001311685:GPGNHPAH_00632	hypothetical protein		
g003031	GCF_001311685:NZ_BBBS01000006.1:38043-38327	GCF_001311685:GPGNHPAH_00633	Elongation factor 4	3.6.5.-	
g003032	GCF_001311685:NZ_BBBS01000006.1:3834-4541	GCF_001311685:GPGNHPAH_00582	hypothetical protein		
g003033	GCF_001311685:NZ_BBBS01000006.1:38469-39878	GCF_001311685:GPGNHPAH_00634	Elongation factor 4	3.6.5.-	
g003034	GCF_001311685:NZ_BBBS01000006.1:39880-40074	GCF_001311685:GPGNHPAH_00635	hypothetical protein		
g003035	GCF_001311685:NZ_BBBS01000006.1:40067-40564	GCF_001311685:GPGNHPAH_00636	Sortase A	3.4.22.-	
g003036	GCF_001311685:NZ_BBBS01000006.1:40685-41017	GCF_001311685:GPGNHPAH_00637	hypothetical protein		
g003037	GCF_001311685:NZ_BBBS01000006.1:40965-41603	GCF_001311685:GPGNHPAH_00638	Single-stranded-DNA-specific exonuclease RecJ	3.1.-.-	
g003038	GCF_001311685:NZ_BBBS01000006.1:41572-42150	GCF_001311685:GPGNHPAH_00639	Single-stranded-DNA-specific exonuclease RecJ	3.1.-.-	
g003039	GCF_001311685:NZ_BBBS01000006.1:42152-42619	GCF_001311685:GPGNHPAH_00640	hypothetical protein		
g003040	GCF_001311685:NZ_BBBS01000006.1:42567-42782	GCF_001311685:GPGNHPAH_00641	hypothetical protein		
g003041	GCF_001311685:NZ_BBBS01000006.1:46102-45335	GCF_001311685:GPGNHPAH_00644	hypothetical protein		
g003042	GCF_001311685:NZ_BBBS01000006.1:46431-46216	GCF_001311685:GPGNHPAH_00645	hypothetical protein		
g003043	GCF_001311685:NZ_BBBS01000006.1:47002-47151	GCF_001311685:GPGNHPAH_00647	hypothetical protein		
g003044	GCF_001311685:NZ_BBBS01000006.1:492-2150	GCF_001311685:GPGNHPAH_00578	hypothetical protein		
g003045	GCF_001311685:NZ_BBBS01000006.1:50024-50497	GCF_001311685:GPGNHPAH_00650	HTH-type transcriptional regulator HdfR		
g003046	GCF_001311685:NZ_BBBS01000006.1:5138-4557	GCF_001311685:GPGNHPAH_00583	hypothetical protein		
g003047	GCF_001311685:NZ_BBBS01000006.1:5746-5135	GCF_001311685:GPGNHPAH_00584	Putative niacin/nicotinamide transporter NaiP		
g003048	GCF_001311685:NZ_BBBS01000006.1:8332-7553	GCF_001311685:GPGNHPAH_00586	hypothetical protein		
g003049	GCF_001311685:NZ_BBBS01000006.1:8804-8923	GCF_001311685:GPGNHPAH_00588	hypothetical protein		
g003050	GCF_001311685:NZ_BBBS01000006.1:8933-9226	GCF_001311685:GPGNHPAH_00589	Peptidyl-lysine N-acetyltransferase YiaC	2.3.1.-	
g003051	GCF_001311685:NZ_BBBS01000006.1:9423-9545	GCF_001311685:GPGNHPAH_00590	hypothetical protein		
g003052	GCF_001311685:NZ_BBBS01000007.1:11418-11242	GCF_001311685:GPGNHPAH_00668	hypothetical protein		
g003053	GCF_001311685:NZ_BBBS01000007.1:12292-12888	GCF_001311685:GPGNHPAH_00670	hypothetical protein		
g003054	GCF_001311685:NZ_BBBS01000007.1:12993-13547	GCF_001311685:GPGNHPAH_00671	GTP cyclohydrolase 1 type 2		
g003055	GCF_001311685:NZ_BBBS01000007.1:13604-13768	GCF_001311685:GPGNHPAH_00672	GTP cyclohydrolase 1 type 2		
g003056	GCF_001311685:NZ_BBBS01000007.1:15335-15442	GCF_001311685:GPGNHPAH_00674	hypothetical protein		
g003057	GCF_001311685:NZ_BBBS01000007.1:15420-16412	GCF_001311685:GPGNHPAH_00675	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g003058	GCF_001311685:NZ_BBBS01000007.1:16473-16682	GCF_001311685:GPGNHPAH_00676	hypothetical protein		
g003059	GCF_001311685:NZ_BBBS01000007.1:16711-17244	GCF_001311685:GPGNHPAH_00677	hypothetical protein		
g003060	GCF_001311685:NZ_BBBS01000007.1:17254-17511	GCF_001311685:GPGNHPAH_00678	hypothetical protein		
g003061	GCF_001311685:NZ_BBBS01000007.1:17498-17800	GCF_001311685:GPGNHPAH_00679	hypothetical protein		
g003062	GCF_001311685:NZ_BBBS01000007.1:17772-18059	GCF_001311685:GPGNHPAH_00680	hypothetical protein		
g003063	GCF_001311685:NZ_BBBS01000007.1:18080-18286	GCF_001311685:GPGNHPAH_00681	hypothetical protein		
g003064	GCF_001311685:NZ_BBBS01000007.1:18413-18904	GCF_001311685:GPGNHPAH_00682	hypothetical protein		
g003065	GCF_001311685:NZ_BBBS01000007.1:19912-19769	GCF_001311685:GPGNHPAH_00685	hypothetical protein		
g003066	GCF_001311685:NZ_BBBS01000007.1:20197-20072	GCF_001311685:GPGNHPAH_00686	hypothetical protein		
g003067	GCF_001311685:NZ_BBBS01000007.1:22100-22486	GCF_001311685:GPGNHPAH_00689	Ribosomal RNA small subunit methyltransferase F	2.1.1.-	
g003068	GCF_001311685:NZ_BBBS01000007.1:22483-22794	GCF_001311685:GPGNHPAH_00690	Ribosomal RNA small subunit methyltransferase F	2.1.1.-	
g003069	GCF_001311685:NZ_BBBS01000007.1:22770-22931	GCF_001311685:GPGNHPAH_00691	hypothetical protein		
g003070	GCF_001311685:NZ_BBBS01000007.1:22964-23071	GCF_001311685:GPGNHPAH_00692	hypothetical protein		
g003071	GCF_001311685:NZ_BBBS01000007.1:23100-23357	GCF_001311685:GPGNHPAH_00693	hypothetical protein		
g003072	GCF_001311685:NZ_BBBS01000007.1:23736-24146	GCF_001311685:GPGNHPAH_00695	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI	3.1.3.104	
g003073	GCF_001311685:NZ_BBBS01000007.1:24398-24225	GCF_001311685:GPGNHPAH_00696	hypothetical protein		
g003074	GCF_001311685:NZ_BBBS01000007.1:25222-24440	GCF_001311685:GPGNHPAH_00697	Isopentenyl-diphosphate delta-isomerase	5.3.3.2	
g003075	GCF_001311685:NZ_BBBS01000007.1:25782-25234	GCF_001311685:GPGNHPAH_00698	Phosphomevalonate kinase	2.7.4.2	
g003076	GCF_001311685:NZ_BBBS01000007.1:25984-25748	GCF_001311685:GPGNHPAH_00699	Phosphomevalonate kinase	2.7.4.2	
g003077	GCF_001311685:NZ_BBBS01000007.1:26318-25929	GCF_001311685:GPGNHPAH_00700	Phosphomevalonate kinase	2.7.4.2	
g003078	GCF_001311685:NZ_BBBS01000007.1:26754-26362	GCF_001311685:GPGNHPAH_00701	hypothetical protein		
g003079	GCF_001311685:NZ_BBBS01000007.1:27100-26711	GCF_001311685:GPGNHPAH_00702	hypothetical protein		
g003080	GCF_001311685:NZ_BBBS01000007.1:27323-27060	GCF_001311685:GPGNHPAH_00703	hypothetical protein		
g003081	GCF_001311685:NZ_BBBS01000007.1:27541-27323	GCF_001311685:GPGNHPAH_00704	hypothetical protein		
g003082	GCF_001311685:NZ_BBBS01000007.1:27960-27769	GCF_001311685:GPGNHPAH_00705	hypothetical protein		
g003083	GCF_001311685:NZ_BBBS01000007.1:28237-27998	GCF_001311685:GPGNHPAH_00706	hypothetical protein		
g003084	GCF_001311685:NZ_BBBS01000007.1:28515-28646	GCF_001311685:GPGNHPAH_00707	ATP-dependent helicase/deoxyribonuclease subunit B	3.6.4.12	
g003085	GCF_001311685:NZ_BBBS01000007.1:28627-29166	GCF_001311685:GPGNHPAH_00708	ATP-dependent helicase/deoxyribonuclease subunit B	3.6.4.12	
g003086	GCF_001311685:NZ_BBBS01000007.1:29422-29796	GCF_001311685:GPGNHPAH_00709	ATP-dependent helicase/deoxyribonuclease subunit B	3.6.4.12	
g003087	GCF_001311685:NZ_BBBS01000007.1:29909-30544	GCF_001311685:GPGNHPAH_00710	ATP-dependent helicase/deoxyribonuclease subunit B	3.6.4.12	
g003088	GCF_001311685:NZ_BBBS01000007.1:30537-31070	GCF_001311685:GPGNHPAH_00711	ATP-dependent helicase/deoxyribonuclease subunit B	3.1.-.-	
g003089	GCF_001311685:NZ_BBBS01000007.1:31045-31179	GCF_001311685:GPGNHPAH_00712	ATP-dependent helicase/deoxyribonuclease subunit B	3.6.4.12	
g003090	GCF_001311685:NZ_BBBS01000007.1:31245-31709	GCF_001311685:GPGNHPAH_00713	ATP-dependent helicase/deoxyribonuclease subunit B	3.6.4.12	
g003091	GCF_001311685:NZ_BBBS01000007.1:31809-32393	GCF_001311685:GPGNHPAH_00714	ATP-dependent helicase/nuclease subunit A	3.1.-.-	
g003092	GCF_001311685:NZ_BBBS01000007.1:32401-32754	GCF_001311685:GPGNHPAH_00715	hypothetical protein		
g003093	GCF_001311685:NZ_BBBS01000007.1:32751-33164	GCF_001311685:GPGNHPAH_00716	ATP-dependent helicase/nuclease subunit A	3.1.-.-	
g003094	GCF_001311685:NZ_BBBS01000007.1:33205-33852	GCF_001311685:GPGNHPAH_00717	ATP-dependent helicase/nuclease subunit A	3.1.-.-	
g003095	GCF_001311685:NZ_BBBS01000007.1:33867-34382	GCF_001311685:GPGNHPAH_00718	ATP-dependent helicase/nuclease subunit A	3.6.4.12	
g003096	GCF_001311685:NZ_BBBS01000007.1:34396-34839	GCF_001311685:GPGNHPAH_00719	ATP-dependent helicase/nuclease subunit A	3.6.4.12	
g003097	GCF_001311685:NZ_BBBS01000007.1:34826-35299	GCF_001311685:GPGNHPAH_00720	ATP-dependent helicase/nuclease subunit A	3.6.4.12	
g003098	GCF_001311685:NZ_BBBS01000007.1:35239-35424	GCF_001311685:GPGNHPAH_00721	ATP-dependent helicase/nuclease subunit A	3.6.4.12	
g003099	GCF_001311685:NZ_BBBS01000007.1:35440-35718	GCF_001311685:GPGNHPAH_00722	3'-5' exonuclease DinG	3.1.-.-	
g003100	GCF_001311685:NZ_BBBS01000007.1:35725-37623	GCF_001311685:GPGNHPAH_00723	3'-5' exonuclease DinG	3.1.-.-	
g003101	GCF_001311685:NZ_BBBS01000007.1:37754-37975	GCF_001311685:GPGNHPAH_00724	3'-5' exonuclease DinG	3.1.-.-	
g003102	GCF_001311685:NZ_BBBS01000007.1:37987-38217	GCF_001311685:GPGNHPAH_00725	3'-5' exonuclease DinG	3.1.-.-	
g003103	GCF_001311685:NZ_BBBS01000007.1:4056-4439	GCF_001311685:GPGNHPAH_00658	DNA repair protein RecO		
g003104	GCF_001311685:NZ_BBBS01000007.1:40860-41429	GCF_001311685:GPGNHPAH_00729	Endonuclease III	4.2.99.18	
g003105	GCF_001311685:NZ_BBBS01000007.1:43671-41584	GCF_001311685:GPGNHPAH_00730	Penicillin-binding protein 1A		
g003106	GCF_001311685:NZ_BBBS01000007.1:43897-43622	GCF_001311685:GPGNHPAH_00731	hypothetical protein		
g003107	GCF_001311685:NZ_BBBS01000007.1:44474-44154	GCF_001311685:GPGNHPAH_00732	Holliday junction resolvase RecU	3.1.22.4	
g003108	GCF_001311685:NZ_BBBS01000007.1:4456-4812	GCF_001311685:GPGNHPAH_00659	DNA repair protein RecO		
g003109	GCF_001311685:NZ_BBBS01000007.1:44603-44932	GCF_001311685:GPGNHPAH_00733	hypothetical protein		
g003110	GCF_001311685:NZ_BBBS01000007.1:44979-45173	GCF_001311685:GPGNHPAH_00734	hypothetical protein		
g003111	GCF_001311685:NZ_BBBS01000007.1:459-575	GCF_001311685:GPGNHPAH_00653	hypothetical protein		
g003112	GCF_001311685:NZ_BBBS01000007.1:46227-46436	GCF_001311685:GPGNHPAH_00737	hypothetical protein		
g003113	GCF_001311685:NZ_BBBS01000007.1:46445-46660	GCF_001311685:GPGNHPAH_00738	hypothetical protein		
g003114	GCF_001311685:NZ_BBBS01000007.1:46657-47262	GCF_001311685:GPGNHPAH_00739	Ribosomal RNA large subunit methyltransferase L	2.1.1.173	
g003115	GCF_001311685:NZ_BBBS01000007.1:47266-47376	GCF_001311685:GPGNHPAH_00740	hypothetical protein		
g003116	GCF_001311685:NZ_BBBS01000007.1:47475-48500	GCF_001311685:GPGNHPAH_00741	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	3.1.4.53	
g003117	GCF_001311685:NZ_BBBS01000007.1:50538-50846	GCF_001311685:GPGNHPAH_00744	hypothetical protein		
g003118	GCF_001311685:NZ_BBBS01000007.1:5139-5987	GCF_001311685:GPGNHPAH_00660	Glycine--tRNA ligase alpha subunit	6.1.1.14	
g003119	GCF_001311685:NZ_BBBS01000007.1:562-735	GCF_001311685:GPGNHPAH_00654	hypothetical protein		
g003120	GCF_001311685:NZ_BBBS01000007.1:5980-6138	GCF_001311685:GPGNHPAH_00661	hypothetical protein		
g003121	GCF_001311685:NZ_BBBS01000007.1:6181-8043	GCF_001311685:GPGNHPAH_00662	Glycine--tRNA ligase beta subunit	6.1.1.14	
g003122	GCF_001311685:NZ_BBBS01000007.1:728-904	GCF_001311685:GPGNHPAH_00655	putative protein YqeY		
g003123	GCF_001311685:NZ_BBBS01000007.1:8073-8231	GCF_001311685:GPGNHPAH_00663	hypothetical protein		
g003124	GCF_001311685:NZ_BBBS01000007.1:8232-9134	GCF_001311685:GPGNHPAH_00664	DNA primase	2.7.7.-	
g003125	GCF_001311685:NZ_BBBS01000007.1:9106-9501	GCF_001311685:GPGNHPAH_00665	DNA primase	2.7.7.-	
g003126	GCF_001311685:NZ_BBBS01000007.1:9485-9898	GCF_001311685:GPGNHPAH_00666	hypothetical protein		
g003127	GCF_001311685:NZ_BBBS01000008.1:10823-10927	GCF_001311685:GPGNHPAH_00762	hypothetical protein		
g003128	GCF_001311685:NZ_BBBS01000008.1:10927-11544	GCF_001311685:GPGNHPAH_00763	Copper-exporting P-type ATPase	7.2.2.8	
g003129	GCF_001311685:NZ_BBBS01000008.1:11757-12869	GCF_001311685:GPGNHPAH_00764	putative copper-importing P-type ATPase A	7.2.2.8	
g003130	GCF_001311685:NZ_BBBS01000008.1:1187-774	GCF_001311685:GPGNHPAH_00747	hypothetical protein		
g003131	GCF_001311685:NZ_BBBS01000008.1:13280-12861	GCF_001311685:GPGNHPAH_00765	Anaerobic regulatory protein		
g003132	GCF_001311685:NZ_BBBS01000008.1:13504-13283	GCF_001311685:GPGNHPAH_00766	hypothetical protein		
g003133	GCF_001311685:NZ_BBBS01000008.1:14363-15643	GCF_001311685:GPGNHPAH_00768	Inner membrane metabolite transport protein YgcS		
g003134	GCF_001311685:NZ_BBBS01000008.1:1488-1153	GCF_001311685:GPGNHPAH_00748	HTH-type transcriptional regulator ZntR		
g003135	GCF_001311685:NZ_BBBS01000008.1:15854-15657	GCF_001311685:GPGNHPAH_00769	hypothetical protein		
g003136	GCF_001311685:NZ_BBBS01000008.1:16118-15915	GCF_001311685:GPGNHPAH_00770	hypothetical protein		
g003137	GCF_001311685:NZ_BBBS01000008.1:17026-16118	GCF_001311685:GPGNHPAH_00771	hypothetical protein		
g003138	GCF_001311685:NZ_BBBS01000008.1:17364-17128	GCF_001311685:GPGNHPAH_00772	hypothetical protein		
g003139	GCF_001311685:NZ_BBBS01000008.1:1749-2996	GCF_001311685:GPGNHPAH_00749	Guanine/hypoxanthine permease PbuG		
g003140	GCF_001311685:NZ_BBBS01000008.1:18295-17456	GCF_001311685:GPGNHPAH_00773	hypothetical protein		
g003141	GCF_001311685:NZ_BBBS01000008.1:22539-22009	GCF_001311685:GPGNHPAH_00776	hypothetical protein		
g003142	GCF_001311685:NZ_BBBS01000008.1:23854-22745	GCF_001311685:GPGNHPAH_00777	Pyruvate oxidase	1.2.3.3	
g003143	GCF_001311685:NZ_BBBS01000008.1:24552-23914	GCF_001311685:GPGNHPAH_00778	Pyruvate oxidase	1.2.3.3	
g003144	GCF_001311685:NZ_BBBS01000008.1:25328-24924	GCF_001311685:GPGNHPAH_00779	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG		
g003145	GCF_001311685:NZ_BBBS01000008.1:26821-25439	GCF_001311685:GPGNHPAH_00780	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG		
g003146	GCF_001311685:NZ_BBBS01000008.1:27038-26829	GCF_001311685:GPGNHPAH_00781	tRNA modification GTPase MnmE	3.6.5.-	
g003147	GCF_001311685:NZ_BBBS01000008.1:27291-27058	GCF_001311685:GPGNHPAH_00782	hypothetical protein		
g003148	GCF_001311685:NZ_BBBS01000008.1:30244-30999	GCF_001311685:GPGNHPAH_00787	Chromosomal replication initiator protein DnaA		
g003149	GCF_001311685:NZ_BBBS01000008.1:30999-31340	GCF_001311685:GPGNHPAH_00788	Chromosomal replication initiator protein DnaA		
g003150	GCF_001311685:NZ_BBBS01000008.1:31438-31611	GCF_001311685:GPGNHPAH_00789	Chromosomal replication initiator protein DnaA		
g003151	GCF_001311685:NZ_BBBS01000008.1:31786-32049	GCF_001311685:GPGNHPAH_00790	Beta sliding clamp		
g003152	GCF_001311685:NZ_BBBS01000008.1:32039-32917	GCF_001311685:GPGNHPAH_00791	Beta sliding clamp		
g003153	GCF_001311685:NZ_BBBS01000008.1:33602-34495	GCF_001311685:GPGNHPAH_00793	DNA replication and repair protein RecF		
g003154	GCF_001311685:NZ_BBBS01000008.1:34521-35423	GCF_001311685:GPGNHPAH_00794	DNA gyrase subunit B	5.6.2.2	
g003155	GCF_001311685:NZ_BBBS01000008.1:35393-36460	GCF_001311685:GPGNHPAH_00795	DNA gyrase subunit B	5.6.2.2	
g003156	GCF_001311685:NZ_BBBS01000008.1:36470-36784	GCF_001311685:GPGNHPAH_00796	DNA gyrase subunit A	5.6.2.2	
g003157	GCF_001311685:NZ_BBBS01000008.1:36778-37623	GCF_001311685:GPGNHPAH_00797	DNA gyrase subunit A	5.6.2.2	
g003158	GCF_001311685:NZ_BBBS01000008.1:37701-38882	GCF_001311685:GPGNHPAH_00798	DNA gyrase subunit A	5.6.2.2	
g003159	GCF_001311685:NZ_BBBS01000008.1:41218-40844	GCF_001311685:GPGNHPAH_00803	hypothetical protein		
g003160	GCF_001311685:NZ_BBBS01000008.1:46-720	GCF_001311685:GPGNHPAH_00746	hypothetical protein		
g003161	GCF_001311685:NZ_BBBS01000008.1:46884-47930	GCF_001311685:GPGNHPAH_00809	Replicative DNA helicase	3.6.4.12	
g003162	GCF_001311685:NZ_BBBS01000008.1:47941-48276	GCF_001311685:GPGNHPAH_00810	Replicative DNA helicase	3.6.4.12	
g003163	GCF_001311685:NZ_BBBS01000008.1:5900-6706	GCF_001311685:GPGNHPAH_00754	hypothetical protein		
g003164	GCF_001311685:NZ_BBBS01000008.1:6681-7115	GCF_001311685:GPGNHPAH_00755	hypothetical protein		
g003165	GCF_001311685:NZ_BBBS01000008.1:8082-8297	GCF_001311685:GPGNHPAH_00757	Adenine permease AdeP		
g003166	GCF_001311685:NZ_BBBS01000008.1:8281-8556	GCF_001311685:GPGNHPAH_00758	Guanine/hypoxanthine permease PbuG		
g003167	GCF_001311685:NZ_BBBS01000008.1:8645-9304	GCF_001311685:GPGNHPAH_00759	Guanine/hypoxanthine permease PbuG		
