Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g000901	GCF_000179435:NZ_AEAW01000025.1:18686-18033	GCF_000179435:NMCJKBKF_01657	hypothetical protein		
g000902	GCF_000179435:NZ_AEAW01000025.1:20378-18738	GCF_000179435:NMCJKBKF_01658	IS1182 family transposase ISStin8		
g000903	GCF_000179435:NZ_AEAW01000025.1:21142-20846	GCF_000179435:NMCJKBKF_01660	hypothetical protein		
g000904	GCF_000179435:NZ_AEAW01000027.1:10072-11244	GCF_000179435:NMCJKBKF_01606	hypothetical protein		
g000905	GCF_000179435:NZ_AEAW01000027.1:11408-11908	GCF_000179435:NMCJKBKF_01607	hypothetical protein		
g000906	GCF_000179435:NZ_AEAW01000027.1:27557-27748	GCF_000179435:NMCJKBKF_01618	hypothetical protein		
g000907	GCF_000179435:NZ_AEAW01000027.1:27996-28340	GCF_000179435:NMCJKBKF_01619	hypothetical protein		
g000908	GCF_000179435:NZ_AEAW01000027.1:5969-6520	GCF_000179435:NMCJKBKF_01601	hypothetical protein		
g000909	GCF_000179435:NZ_AEAW01000027.1:6540-6776	GCF_000179435:NMCJKBKF_01602	hypothetical protein		
g000910	GCF_000179435:NZ_AEAW01000029.1:1525-2850	GCF_000179435:NMCJKBKF_01584	Glutathione amide reductase	1.8.1.16	
g000911	GCF_000179435:NZ_AEAW01000030.1:1413-10679	GCF_000179435:NMCJKBKF_01530	hypothetical protein		
g000912	GCF_000179435:NZ_AEAW01000030.1:37631-38506	GCF_000179435:NMCJKBKF_01556	HTH-type transcriptional regulator GltC		
g000913	GCF_000179435:NZ_AEAW01000030.1:51727-52884	GCF_000179435:NMCJKBKF_01569	N5-carboxyaminoimidazole ribonucleotide synthase	6.3.4.18	
g000914	GCF_000179435:NZ_AEAW01000031.1:101501-102544	GCF_000179435:NMCJKBKF_01507	hypothetical protein		
g000915	GCF_000179435:NZ_AEAW01000031.1:104527-104763	GCF_000179435:NMCJKBKF_01513	hypothetical protein		
g000916	GCF_000179435:NZ_AEAW01000031.1:107219-107737	GCF_000179435:NMCJKBKF_01517	Acid-activated urea channel		
g000917	GCF_000179435:NZ_AEAW01000031.1:111499-112125	GCF_000179435:NMCJKBKF_01523	Urease accessory protein UreG		
g000918	GCF_000179435:NZ_AEAW01000031.1:112115-112969	GCF_000179435:NMCJKBKF_01524	Urease accessory protein UreD		
g000919	GCF_000179435:NZ_AEAW01000031.1:112985-113389	GCF_000179435:NMCJKBKF_01525	Putative fluoride ion transporter CrcB		
g000920	GCF_000179435:NZ_AEAW01000031.1:42525-41284	GCF_000179435:NMCJKBKF_01474	hypothetical protein		
g000921	GCF_000179435:NZ_AEAW01000031.1:49715-50914	GCF_000179435:NMCJKBKF_01482	Phosphopentomutase	5.4.2.7	
g000922	GCF_000179435:NZ_AEAW01000031.1:51531-50953	GCF_000179435:NMCJKBKF_01483	hypothetical protein		
g000923	GCF_000179435:NZ_AEAW01000031.1:52415-52173	GCF_000179435:NMCJKBKF_01485	hypothetical protein		
g000924	GCF_000179435:NZ_AEAW01000031.1:77956-78456	GCF_000179435:NMCJKBKF_01501	hypothetical protein		
g000925	GCF_000179435:NZ_AEAW01000031.1:87427-93174	GCF_000179435:NMCJKBKF_01503	hypothetical protein		
g000926	GCF_000179435:NZ_AEAW01000032.1:16654-16139	GCF_000179435:NMCJKBKF_01388	hypothetical protein		
g000927	GCF_000179435:NZ_AEAW01000032.1:54049-53063	GCF_000179435:NMCJKBKF_01421	Glycine--tRNA ligase alpha subunit	6.1.1.14	
g000928	GCF_000179435:NZ_AEAW01000032.1:59507-58971	GCF_000179435:NMCJKBKF_01428	Biotin transporter BioY		
g000929	GCF_000179435:NZ_AEAW01000032.1:64647-65192	GCF_000179435:NMCJKBKF_01434	Membrane-bound lytic murein transglycosylase F	4.2.2.-	
g000930	GCF_000179435:NZ_AEAW01000032.1:65156-66157	GCF_000179435:NMCJKBKF_01435	hypothetical protein		
g000931	GCF_000179435:NZ_AEAW01000033.1:10488-11189	GCF_000179435:NMCJKBKF_01326	hypothetical protein		
g000932	GCF_000179435:NZ_AEAW01000033.1:11182-11691	GCF_000179435:NMCJKBKF_01327	hypothetical protein		
g000933	GCF_000179435:NZ_AEAW01000033.1:11678-12631	GCF_000179435:NMCJKBKF_01328	hypothetical protein		
g000934	GCF_000179435:NZ_AEAW01000033.1:12624-12950	GCF_000179435:NMCJKBKF_01329	hypothetical protein		
g000935	GCF_000179435:NZ_AEAW01000033.1:12947-13315	GCF_000179435:NMCJKBKF_01330	hypothetical protein		
g000936	GCF_000179435:NZ_AEAW01000033.1:13602-14288	GCF_000179435:NMCJKBKF_01332	hypothetical protein		
g000937	GCF_000179435:NZ_AEAW01000033.1:14962-15090	GCF_000179435:NMCJKBKF_01335	hypothetical protein		
g000938	GCF_000179435:NZ_AEAW01000033.1:15090-15386	GCF_000179435:NMCJKBKF_01336	hypothetical protein		
g000939	GCF_000179435:NZ_AEAW01000033.1:15678-15854	GCF_000179435:NMCJKBKF_01338	hypothetical protein		
g000940	GCF_000179435:NZ_AEAW01000033.1:15855-15962	GCF_000179435:NMCJKBKF_01339	hypothetical protein		
g000941	GCF_000179435:NZ_AEAW01000033.1:17750-18382	GCF_000179435:NMCJKBKF_01342	hypothetical protein		
g000942	GCF_000179435:NZ_AEAW01000033.1:18502-18663	GCF_000179435:NMCJKBKF_01343	hypothetical protein		
g000943	GCF_000179435:NZ_AEAW01000033.1:18946-19080	GCF_000179435:NMCJKBKF_01345	hypothetical protein		
g000944	GCF_000179435:NZ_AEAW01000033.1:19962-20240	GCF_000179435:NMCJKBKF_01347	hypothetical protein		
g000945	GCF_000179435:NZ_AEAW01000033.1:20303-21163	GCF_000179435:NMCJKBKF_01348	hypothetical protein		
g000946	GCF_000179435:NZ_AEAW01000033.1:21144-22424	GCF_000179435:NMCJKBKF_01349	hypothetical protein		
g000947	GCF_000179435:NZ_AEAW01000033.1:25380-26030	GCF_000179435:NMCJKBKF_01352	hypothetical protein		
g000948	GCF_000179435:NZ_AEAW01000033.1:26433-27482	GCF_000179435:NMCJKBKF_01354	hypothetical protein		
g000949	GCF_000179435:NZ_AEAW01000033.1:27502-27810	GCF_000179435:NMCJKBKF_01355	hypothetical protein		
g000950	GCF_000179435:NZ_AEAW01000033.1:30163-30438	GCF_000179435:NMCJKBKF_01361	hypothetical protein		
g000951	GCF_000179435:NZ_AEAW01000033.1:30441-36305	GCF_000179435:NMCJKBKF_01362	hypothetical protein		
g000952	GCF_000179435:NZ_AEAW01000033.1:3353-1734	GCF_000179435:NMCJKBKF_01309	hypothetical protein		
g000953	GCF_000179435:NZ_AEAW01000033.1:36693-37235	GCF_000179435:NMCJKBKF_01364	hypothetical protein		
g000954	GCF_000179435:NZ_AEAW01000033.1:37245-42140	GCF_000179435:NMCJKBKF_01365	hypothetical protein		
g000955	GCF_000179435:NZ_AEAW01000033.1:3814-3386	GCF_000179435:NMCJKBKF_01310	hypothetical protein		
g000956	GCF_000179435:NZ_AEAW01000033.1:42130-42309	GCF_000179435:NMCJKBKF_01366	hypothetical protein		
g000957	GCF_000179435:NZ_AEAW01000033.1:42312-42572	GCF_000179435:NMCJKBKF_01367	hypothetical protein		
g000958	GCF_000179435:NZ_AEAW01000033.1:42703-43185	GCF_000179435:NMCJKBKF_01368	hypothetical protein		
g000959	GCF_000179435:NZ_AEAW01000033.1:4420-3833	GCF_000179435:NMCJKBKF_01311	hypothetical protein		
g000960	GCF_000179435:NZ_AEAW01000033.1:4956-4435	GCF_000179435:NMCJKBKF_01312	hypothetical protein		
g000961	GCF_000179435:NZ_AEAW01000033.1:5477-5037	GCF_000179435:NMCJKBKF_01313	hypothetical protein		
g000962	GCF_000179435:NZ_AEAW01000033.1:5927-5490	GCF_000179435:NMCJKBKF_01314	HTH-type transcriptional regulator ImmR		
g000963	GCF_000179435:NZ_AEAW01000033.1:6814-7089	GCF_000179435:NMCJKBKF_01316	hypothetical protein		
g000964	GCF_000179435:NZ_AEAW01000033.1:7401-7006	GCF_000179435:NMCJKBKF_01317	hypothetical protein		
g000965	GCF_000179435:NZ_AEAW01000033.1:7878-8084	GCF_000179435:NMCJKBKF_01319	hypothetical protein		
g000966	GCF_000179435:NZ_AEAW01000033.1:8081-8284	GCF_000179435:NMCJKBKF_01320	hypothetical protein		
g000967	GCF_000179435:NZ_AEAW01000033.1:8281-8457	GCF_000179435:NMCJKBKF_01321	hypothetical protein		
g000968	GCF_000179435:NZ_AEAW01000033.1:8671-9153	GCF_000179435:NMCJKBKF_01323	hypothetical protein		
g000969	GCF_000179435:NZ_AEAW01000033.1:9208-9891	GCF_000179435:NMCJKBKF_01324	hypothetical protein		
g000970	GCF_000179435:NZ_AEAW01000034.1:1133-267	GCF_000179435:NMCJKBKF_01306	ISL3 family transposase IS1476		
g000971	GCF_000179435:NZ_AEAW01000036.1:31454-31822	GCF_000179435:NMCJKBKF_01292	Sensor histidine kinase YpdA	2.7.13.3	
g000972	GCF_000179435:NZ_AEAW01000036.1:38383-37361	GCF_000179435:NMCJKBKF_01299	HTH-type transcriptional repressor MelR		
g000973	GCF_000179435:NZ_AEAW01000037.1:17794-18291	GCF_000179435:NMCJKBKF_01257	Putative universal stress protein		
g000974	GCF_000179435:NZ_AEAW01000037.1:18400-19422	GCF_000179435:NMCJKBKF_01258	hypothetical protein		
g000975	GCF_000179435:NZ_AEAW01000038.1:6729-2623	GCF_000179435:NMCJKBKF_01235	CRISPR-associated endonuclease Cas9 2	3.1.-.-	
g000976	GCF_000179435:NZ_AEAW01000039.1:23074-22823	GCF_000179435:NMCJKBKF_01207	hypothetical protein		
g000977	GCF_000179435:NZ_AEAW01000039.1:27278-26400	GCF_000179435:NMCJKBKF_01212	hypothetical protein		
g000978	GCF_000179435:NZ_AEAW01000039.1:28139-27720	GCF_000179435:NMCJKBKF_01214	hypothetical protein		
g000979	GCF_000179435:NZ_AEAW01000039.1:28675-28241	GCF_000179435:NMCJKBKF_01215	hypothetical protein		
g000980	GCF_000179435:NZ_AEAW01000039.1:29131-28790	GCF_000179435:NMCJKBKF_01216	hypothetical protein		
g000981	GCF_000179435:NZ_AEAW01000039.1:31321-30992	GCF_000179435:NMCJKBKF_01219	hypothetical protein		
g000982	GCF_000179435:NZ_AEAW01000039.1:33070-32858	GCF_000179435:NMCJKBKF_01223	hypothetical protein		
g000983	GCF_000179435:NZ_AEAW01000039.1:33877-34404	GCF_000179435:NMCJKBKF_01225	hypothetical protein		
g000984	GCF_000179435:NZ_AEAW01000039.1:36212-36613	GCF_000179435:NMCJKBKF_01227	hypothetical protein		
g000985	GCF_000179435:NZ_AEAW01000039.1:37707-37369	GCF_000179435:NMCJKBKF_01229	hypothetical protein		
g000986	GCF_000179435:NZ_AEAW01000039.1:38278-37757	GCF_000179435:NMCJKBKF_01230	hypothetical protein		
g000987	GCF_000179435:NZ_AEAW01000039.1:38680-38282	GCF_000179435:NMCJKBKF_01231	hypothetical protein		
g000988	GCF_000179435:NZ_AEAW01000040.1:155-45	GCF_000179435:NMCJKBKF_01184	D-ribose pyranase	5.4.99.62	
g000989	GCF_000179435:NZ_AEAW01000041.1:6048-6545	GCF_000179435:NMCJKBKF_01175	hypothetical protein		
g000990	GCF_000179435:NZ_AEAW01000042.1:52535-53050	GCF_000179435:NMCJKBKF_01157	Putative phosphinothricin acetyltransferase YwnH	2.3.1.183	
g000991	GCF_000179435:NZ_AEAW01000042.1:55440-56126	GCF_000179435:NMCJKBKF_01162	HTH-type transcriptional regulator BenM		
g000992	GCF_000179435:NZ_AEAW01000042.1:56265-56825	GCF_000179435:NMCJKBKF_01163	N-substituted formamide deformylase	3.5.1.91	
g000993	GCF_000179435:NZ_AEAW01000042.1:56877-57836	GCF_000179435:NMCJKBKF_01164	hypothetical protein		
g000994	GCF_000179435:NZ_AEAW01000042.1:58752-58898	GCF_000179435:NMCJKBKF_01166	hypothetical protein		
g000995	GCF_000179435:NZ_AEAW01000042.1:59408-58998	GCF_000179435:NMCJKBKF_01167	hypothetical protein		
g000996	GCF_000179435:NZ_AEAW01000042.1:63377-62952	GCF_000179435:NMCJKBKF_01172	Prolyl-tRNA editing protein ProX		
g000997	GCF_000179435:NZ_AEAW01000043.1:108185-107547	GCF_000179435:NMCJKBKF_00981	ABC transporter ATP-binding protein YxdL		
g000998	GCF_000179435:NZ_AEAW01000043.1:108302-108198	GCF_000179435:NMCJKBKF_00982	hypothetical protein		
g000999	GCF_000179435:NZ_AEAW01000043.1:126274-124322	GCF_000179435:NMCJKBKF_01001	Lactose permease		
g001000	GCF_000179435:NZ_AEAW01000043.1:126663-126397	GCF_000179435:NMCJKBKF_01002	hypothetical protein		
g001001	GCF_000179435:NZ_AEAW01000043.1:128164-126773	GCF_000179435:NMCJKBKF_01003	6-phosphogluconate dehydrogenase, decarboxylating	1.1.1.44	
g001002	GCF_000179435:NZ_AEAW01000043.1:13376-13089	GCF_000179435:NMCJKBKF_00878	hypothetical protein		
g001003	GCF_000179435:NZ_AEAW01000043.1:13690-13364	GCF_000179435:NMCJKBKF_00879	hypothetical protein		
g001004	GCF_000179435:NZ_AEAW01000043.1:139325-140236	GCF_000179435:NMCJKBKF_01016	hypothetical protein		
g001005	GCF_000179435:NZ_AEAW01000043.1:146956-147471	GCF_000179435:NMCJKBKF_01024	Propanediol dehydratase small subunit	4.2.1.28	
g001006	GCF_000179435:NZ_AEAW01000043.1:155729-156913	GCF_000179435:NMCJKBKF_01036	Acetate kinase	2.7.2.1	
g001007	GCF_000179435:NZ_AEAW01000043.1:190442-192013	GCF_000179435:NMCJKBKF_01077	putative ABC transporter ATP-binding protein		
g001008	GCF_000179435:NZ_AEAW01000043.1:196212-196943	GCF_000179435:NMCJKBKF_01081	HTH-type transcriptional regulator GmuR		
g001009	GCF_000179435:NZ_AEAW01000043.1:214122-214604	GCF_000179435:NMCJKBKF_01096	Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1		
g001010	GCF_000179435:NZ_AEAW01000043.1:223128-223406	GCF_000179435:NMCJKBKF_01107	Inner membrane transporter YjeM		
g001011	GCF_000179435:NZ_AEAW01000043.1:223352-224638	GCF_000179435:NMCJKBKF_01108	Inner membrane transporter YjeM		
g001012	GCF_000179435:NZ_AEAW01000043.1:39921-40541	GCF_000179435:NMCJKBKF_00910	hypothetical protein		
g001013	GCF_000179435:NZ_AEAW01000043.1:63326-63790	GCF_000179435:NMCJKBKF_00935	hypothetical protein		
g001014	GCF_000179435:NZ_AEAW01000043.1:63807-64871	GCF_000179435:NMCJKBKF_00936	hypothetical protein		
g001015	GCF_000179435:NZ_AEAW01000043.1:74286-73729	GCF_000179435:NMCJKBKF_00945	hypothetical protein		
g001016	GCF_000179435:NZ_AEAW01000043.1:78977-78783	GCF_000179435:NMCJKBKF_00950	hypothetical protein		
g001017	GCF_000179435:NZ_AEAW01000043.1:81144-80674	GCF_000179435:NMCJKBKF_00954	HTH-type transcriptional activator BcrR		
g001018	GCF_000179435:NZ_AEAW01000043.1:87430-86195	GCF_000179435:NMCJKBKF_00959	hypothetical protein		
g001019	GCF_000179435:NZ_AEAW01000043.1:89346-90167	GCF_000179435:NMCJKBKF_00962	hypothetical protein		
g001020	GCF_000179435:NZ_AEAW01000044.1:52840-53205	GCF_000179435:NMCJKBKF_00865	hypothetical protein		
g001021	GCF_000179435:NZ_AEAW01000044.1:53215-53481	GCF_000179435:NMCJKBKF_00866	hypothetical protein		
g001022	GCF_000179435:NZ_AEAW01000045.1:10353-11228	GCF_000179435:NMCJKBKF_00808	Capsular polysaccharide type 8 biosynthesis protein cap8A		
g001023	GCF_000179435:NZ_AEAW01000045.1:11241-11981	GCF_000179435:NMCJKBKF_00809	Tyrosine-protein kinase YwqD	2.7.10.2	
g001024	GCF_000179435:NZ_AEAW01000045.1:12015-12653	GCF_000179435:NMCJKBKF_00810	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase	2.7.8.36	
g001025	GCF_000179435:NZ_AEAW01000045.1:12664-13515	GCF_000179435:NMCJKBKF_00811	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase	2.4.1.303	
g001026	GCF_000179435:NZ_AEAW01000045.1:13535-14338	GCF_000179435:NMCJKBKF_00812	hypothetical protein		
g001027	GCF_000179435:NZ_AEAW01000045.1:14341-15189	GCF_000179435:NMCJKBKF_00813	hypothetical protein		
g001028	GCF_000179435:NZ_AEAW01000045.1:15203-16234	GCF_000179435:NMCJKBKF_00814	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit	2.4.1.-	
g001029	GCF_000179435:NZ_AEAW01000045.1:16245-17522	GCF_000179435:NMCJKBKF_00815	hypothetical protein		
g001030	GCF_000179435:NZ_AEAW01000045.1:17519-18925	GCF_000179435:NMCJKBKF_00816	hypothetical protein		
g001031	GCF_000179435:NZ_AEAW01000045.1:18946-19668	GCF_000179435:NMCJKBKF_00817	hypothetical protein		
g001032	GCF_000179435:NZ_AEAW01000045.1:19988-20857	GCF_000179435:NMCJKBKF_00818	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	
g001033	GCF_000179435:NZ_AEAW01000045.1:23602-26232	GCF_000179435:NMCJKBKF_00822	hypothetical protein		
g001034	GCF_000179435:NZ_AEAW01000045.1:46-726	GCF_000179435:NMCJKBKF_00797	hypothetical protein		
g001035	GCF_000179435:NZ_AEAW01000046.1:28750-29622	GCF_000179435:NMCJKBKF_00770	Nucleotide-binding protein YvcJ		
g001036	GCF_000179435:NZ_AEAW01000046.1:43342-44109	GCF_000179435:NMCJKBKF_00785	Carboxylesterase	3.1.1.1	
g001037	GCF_000179435:NZ_AEAW01000049.1:7810-9111	GCF_000179435:NMCJKBKF_00721	Dipeptidase A	3.4.-.-	
g001038	GCF_000179435:NZ_AEAW01000050.1:1225-911	GCF_000179435:NMCJKBKF_00701	hypothetical protein		
g001039	GCF_000179435:NZ_AEAW01000050.1:575-183	GCF_000179435:NMCJKBKF_00700	hypothetical protein		
g001040	GCF_000179435:NZ_AEAW01000050.1:8687-8070	GCF_000179435:NMCJKBKF_00711	hypothetical protein		
g001041	GCF_000179435:NZ_AEAW01000054.1:6089-4896	GCF_000179435:NMCJKBKF_00651	2-aminoadipate transaminase	2.6.1.39	
g001042	GCF_000179435:NZ_AEAW01000054.1:8359-6251	GCF_000179435:NMCJKBKF_00652	hypothetical protein		
g001043	GCF_000179435:NZ_AEAW01000057.1:4988-2352	GCF_000179435:NMCJKBKF_00620	Aldehyde-alcohol dehydrogenase		
g001044	GCF_000179435:NZ_AEAW01000058.1:27700-26636	GCF_000179435:NMCJKBKF_00537	Methionine import ATP-binding protein MetN	3.6.3.-	
g001045	GCF_000179435:NZ_AEAW01000070.1:114-410	GCF_000179435:NMCJKBKF_00427	hypothetical protein		
g001046	GCF_000179435:NZ_AEAW01000074.1:1240-659	GCF_000179435:NMCJKBKF_00403	Oligopeptide transport ATP-binding protein OppD		
g001047	GCF_000179435:NZ_AEAW01000074.1:16302-17606	GCF_000179435:NMCJKBKF_00418	Divalent metal cation transporter MntH		
g001048	GCF_000179435:NZ_AEAW01000074.1:3580-2975	GCF_000179435:NMCJKBKF_00406	Nickel-binding periplasmic protein		
g001049	GCF_000179435:NZ_AEAW01000074.1:4554-3577	GCF_000179435:NMCJKBKF_00407	Nickel-binding periplasmic protein		
g001050	GCF_000179435:NZ_AEAW01000076.1:36804-37064	GCF_000179435:NMCJKBKF_00397	hypothetical protein		
g001051	GCF_000179435:NZ_AEAW01000076.1:833-1909	GCF_000179435:NMCJKBKF_00362	Aminopeptidase YpdF	3.4.11.-	
g001052	GCF_000179435:NZ_AEAW01000077.1:22196-22417	GCF_000179435:NMCJKBKF_00340	putative protein YqgQ		
g001053	GCF_000179435:NZ_AEAW01000077.1:24389-25312	GCF_000179435:NMCJKBKF_00344	tRNA dimethylallyltransferase	2.5.1.75	
g001054	GCF_000179435:NZ_AEAW01000078.1:3772-5571	GCF_000179435:NMCJKBKF_00309	hypothetical protein		
g001055	GCF_000179435:NZ_AEAW01000078.1:7455-8309	GCF_000179435:NMCJKBKF_00311	hypothetical protein		
g001056	GCF_000179435:NZ_AEAW01000078.1:8496-8840	GCF_000179435:NMCJKBKF_00312	hypothetical protein		
g001057	GCF_000179435:NZ_AEAW01000082.1:3-257	GCF_000179435:NMCJKBKF_00298	hypothetical protein		
g001058	GCF_000179435:NZ_AEAW01000090.1:16720-15824	GCF_000179435:NMCJKBKF_00289	hypothetical protein		
g001059	GCF_000179435:NZ_AEAW01000097.1:4796-3747	GCF_000179435:NMCJKBKF_00229	Lipopolysaccharide 1,6-galactosyltransferase	2.4.1.-	
g001060	GCF_000179435:NZ_AEAW01000100.1:593-668	GCF_000179435:NMCJKBKF_00217	tRNA-His(gtg)		
g001061	GCF_000179435:NZ_AEAW01000114.1:3178-1034	GCF_000179435:NMCJKBKF_00117	ComE operon protein 3		
g001062	GCF_000179435:NZ_AEAW01000115.1:54058-54813	GCF_000179435:NMCJKBKF_00090	Inner membrane protein YjjP		
g001063	GCF_000179435:NZ_AEAW01000115.1:80991-80233	GCF_000179435:NMCJKBKF_00114	ISL3 family transposase IS1165		
g001064	GCF_000179435:NZ_AEAW01000116.1:22614-22751	GCF_000179435:NMCJKBKF_00030	hypothetical protein		
g001065	GCF_000179435:NZ_AEAW01000116.1:26405-25806	GCF_000179435:NMCJKBKF_00035	hypothetical protein		
g001066	GCF_000179435:NZ_AEAW01000121.1:6013-4886	GCF_000179435:NMCJKBKF_00008	hypothetical protein		
g001067	GCF_000179435:NZ_AEAW01000123.1:6038-4506	GCF_000179435:NMCJKBKF_00003	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB		
g001068	GCF_000179455:NZ_AEAX01000002.1:29653-29075	GCF_000179455:JKLAPFOI_02081	hypothetical protein		
g001069	GCF_000179455:NZ_AEAX01000003.1:21536-22354	GCF_000179455:JKLAPFOI_02022	hypothetical protein		
g001070	GCF_000179455:NZ_AEAX01000003.1:22-252	GCF_000179455:JKLAPFOI_02003	hypothetical protein		
g001071	GCF_000179455:NZ_AEAX01000003.1:42693-41617	GCF_000179455:JKLAPFOI_02055	Biotin carboxylase	6.3.4.14	
g001072	GCF_000179455:NZ_AEAX01000003.1:43103-42702	GCF_000179455:JKLAPFOI_02056	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	4.2.1.59	
g001073	GCF_000179455:NZ_AEAX01000003.1:46499-44760	GCF_000179455:JKLAPFOI_02059	Inulosucrase	2.4.1.9	
g001074	GCF_000179455:NZ_AEAX01000003.1:741-3197	GCF_000179455:JKLAPFOI_02004	hypothetical protein		
g001075	GCF_000179455:NZ_AEAX01000005.1:709-5118	GCF_000179455:JKLAPFOI_02002	hypothetical protein		
g001076	GCF_000179455:NZ_AEAX01000005.1:71-571	GCF_000179455:JKLAPFOI_02001	hypothetical protein		
g001077	GCF_000179455:NZ_AEAX01000010.1:6440-5922	GCF_000179455:JKLAPFOI_01983	hypothetical protein		
g001078	GCF_000179455:NZ_AEAX01000012.1:13923-13522	GCF_000179455:JKLAPFOI_01952	Protein PsiE		
g001079	GCF_000179455:NZ_AEAX01000012.1:36411-35707	GCF_000179455:JKLAPFOI_01976	Methionine import ATP-binding protein MetN	3.6.3.-	
g001080	GCF_000179455:NZ_AEAX01000012.1:4466-5947	GCF_000179455:JKLAPFOI_01942	Type-1 restriction enzyme EcoKI specificity protein		
g001081	GCF_000179455:NZ_AEAX01000013.1:2181-736	GCF_000179455:JKLAPFOI_01938	hypothetical protein		
g001082	GCF_000179455:NZ_AEAX01000015.1:2548-614	GCF_000179455:JKLAPFOI_01932	hypothetical protein		
g001083	GCF_000179455:NZ_AEAX01000015.1:3146-2634	GCF_000179455:JKLAPFOI_01933	hypothetical protein		
g001084	GCF_000179455:NZ_AEAX01000015.1:3396-3124	GCF_000179455:JKLAPFOI_01934	hypothetical protein		
g001085	GCF_000179455:NZ_AEAX01000015.1:6542-5499	GCF_000179455:JKLAPFOI_01937	hypothetical protein		
g001086	GCF_000179455:NZ_AEAX01000016.1:195-845	GCF_000179455:JKLAPFOI_01931	hypothetical protein		
g001087	GCF_000179455:NZ_AEAX01000024.1:16610-17623	GCF_000179455:JKLAPFOI_01825	hypothetical protein		
g001088	GCF_000179455:NZ_AEAX01000024.1:20567-20196	GCF_000179455:JKLAPFOI_01830	hypothetical protein		
g001089	GCF_000179455:NZ_AEAX01000024.1:49220-50533	GCF_000179455:JKLAPFOI_01860	Proton/sodium-glutamate symport protein		
g001090	GCF_000179455:NZ_AEAX01000027.1:11008-10199	GCF_000179455:JKLAPFOI_01690	hypothetical protein		
g001091	GCF_000179455:NZ_AEAX01000027.1:11653-11027	GCF_000179455:JKLAPFOI_01691	hypothetical protein		
g001092	GCF_000179455:NZ_AEAX01000027.1:2849-1782	GCF_000179455:JKLAPFOI_01682	Lipopolysaccharide 1,6-galactosyltransferase	2.4.1.-	
g001093	GCF_000179455:NZ_AEAX01000027.1:36225-37022	GCF_000179455:JKLAPFOI_01719	hypothetical protein		
g001094	GCF_000179455:NZ_AEAX01000027.1:37816-38250	GCF_000179455:JKLAPFOI_01721	putative HTH-type transcriptional regulator		
g001095	GCF_000179455:NZ_AEAX01000027.1:4276-2858	GCF_000179455:JKLAPFOI_01683	Putative O-antigen transporter		
